name,ra,dec,sn_type,max_epoch,max_mag,max_mag_flag,max_mag_band,redshift,radial_velocity,mult_sn_flag,unconfirmed_flag,galaxy_name,galaxy_ra_j2000,galaxy_dec_j2000,lii,bii,position_flag,morph_type,t_type,inclination,position_angle,redshift_flag,galaxy_app_mag_flag,galaxy_app_mag,log_diameter,ra_offset,ra_offset_dir,dec_offset,dec_offset_flag,dec_offset_dir,max_epoch_flag,
SN 1937E,03 54 39.00,-20 30 09.0,I:,1937-11-26,15.00,D,,,1859,,,NGC1482,03 54 39,-20 30 09,214.12397,-47.80321,G,S0/a,-1.0,64,103,,,13.14,1.38,24.00,W,51.00,,N,D,
SN 2000fu,14 51 12.67,-20 26 08.3,,2000-06-06,16.50,D,,,3254,,,M-03-38-21,14 51 12,-20 26 26,337.41442,34.29460,,SBdm:,7.6,56,140,,,14.11,1.30,5.00,E,18.10,,N,D,
SN 1990aj,04 42 15.31,-20 25 18.0,Iac,1990-12-18,18.00,D,,,1602,,,NGC1640,04 42 14,-20 26 07,218.85782,-37.20939,,SBb,2.9,29,45,,,12.42,1.42,10.00,E,47.00,,N,D,
SN 1992D,06 00 59.85,-20 22 08.9,IIn,1992-01-28,19.00,D,,,15000,,,A060059-2022,06 00 59,-20 22 08,226.24313,-19.92937,,,,,,,,,,1.00,W,7.00,,S,D,
SN 1999gc,01 05 10.87,-20 17 48.1,Ia,1999-11-10,17.50,D,,,16200,,,A010510-2017,01 05 10,-20 17 48,148.36836,-82.48024,,,,,,,,,,6.70,W,10.70,,N,D,
SN 2008W,08 36 19.22,-20 16 52.5,II P,2008-02-06,17.50,D,,,5737,,,M-03-22-07,08 36 20,-20 17 07,243.52288,12.16843,,Sc,4.6,29,166,,,14.41,0.95,7.90,W,14.20,,N,D,
SN 2011ds,20 02 20.93,-20 13 13.4,II,2011-05-13,16.60,D,,,,,,A200220-2013,20 02 20,-20 13 13,21.71084,-24.32407,,,,,,,,,,6.00,W,17.00,,N,D,
SN 1999cr,13 20 18.30,-20 08 50.5,II P,1999-03-12,18.00,D,,,3000,,,E576-G34,13 20 18,-20 08 54,312.09393,42.21027,,Scd,7.1,81,9,:,,16.11,1.02,7.00,E,4.00,,N,D,
SN 2008bu,16 47 23.05,-20 08 48.2,II,2008-04-17,17.70,D,,,6593,,,E586-G02,16 47 25,-20 08 33,359.70301,15.86948,,Sc,4.9,70,48,,,15.83,0.96,19.80,W,18.30,,S,D,
SN 1999cs,12 04 25.27,-20 06 02.0,Ia,1999-04-14,17.50,D,,,18000,,,A120425-2006,12 04 25,-20 06 02,288.15203,41.41792,,,,,,,,,,,,7.00,,S,D,
SN 2007sq,08 47 16.13,-20 01 27.6,II P,2007-12-08,17.90,D,,,4615,,,M-03-23-05,08 47 17,-20 02 08,244.85565,14.40141,,Sbc:,4.0,82,166,,,13.98,1.48,10.60,W,41.50,,N,D,
SN 1999cx,12 07 49.17,-20 00 22.8,,1999-05-14,18.50,D,,,,,,A120749-2000,12 07 49,-20 00 22,289.15962,41.69600,,,,,,,,,,4.00,W,7.00,,S,D,
SN 1998dp,21 58 28.12,-19 58 05.9,,1998-08-14,20.30,D,V,,17100,,,A215828-1958,21 58 28,-19 58 05,33.66747,-49.91284,,,,,,,,,,,,0.60,,N,D,
SN 2009hf,00 37 21.79,-19 56 42.2,II P,2009-07-09,17.20,D,,,3824,,,NGC 175,00 37 22,-19 56 04,98.02231,-82.12706,,SBab,2.0,29,102,,,12.90,1.33,2.00,E,38.00,,S,D,
SN 2010ey,03 41 31.50,-19 54 00.4,Ia,2010-06-30,16.90,D,,,1471,,,E548-G76,03 41 32,-19 54 18,211.75405,-50.53204,,S0,-2.0,29,17,,,14.60,1.07,4.70,W,17.90,,N,D,
SN 2002cj,15 21 20.71,-19 51 27.3,Ic,2002-04-21,16.00,D,,,6758,,,E582-G05,15 21 20,-19 51 21,344.61541,30.62439,,Sbc,4.2,71,101,,,16.45,0.90,1.40,W,3.90,,S,D,
SN 2004bo,13 26 06.39,-19 46 32.6,Ia,2004-04-30,17.00,D,,,7024,,,E576-G54,13 26 08,-19 46 34,313.99438,42.35012,,E-S0,-2.9,,37,,,15.02,1.06,19.80,W,3.80,,N,D,
SN 2009fw,20 32 18.50,-19 43 59.6,Ia,2009-06-06,16.60,D,R,,8497,,,E597-G06,20 32 19,-19 43 59,25.06721,-30.72227,,S0:,-3.0,39,48,,,,1.27,4.80,W,0.60,,S,D,
SN 2010ly,03 05 03.56,-19 40 38.8,Ia,2010-11-13,17.90,D,,,12000,,,A030503-1940,03 05 03,-19 40 38,206.46698,-58.55193,,,,,,,,,,,,,,,D,
SN 2002dj,13 13 00.34,-19 31 08.7,Ia,2002-06-24,14.30,,B,,2794,,,NGC5018,13 13 01,-19 31 05,309.89452,43.06090,,E3:,-5.0,42,112,,,11.69,1.52,8.90,W,2.80,,S,,
SN 2008as,10 21 47.89,-19 29 42.0,Ia,2008-02-29,16.90,D,,,5883,,,E567-G57,10 21 48,-19 29 41,261.03953,30.94568,,Sab,2.1,67,91,,,15.20,0.96,3.00,W,0.60,,S,D,
SN 2007al,09 59 18.48,-19 28 25.8,Ia,2007-03-10,16.60,D,,,3621,,,A095919-1928,09 59 19,-19 28 23,256.45079,27.47245,,,,,,,,,,3.90,W,2.00,,S,D,
SN 2009jc,01 02 43.63,-19 27 45.4,Ia,2009-09-17,18.20,D,,,,,,A010243-1927,01 02 43,-19 27 45,142.19142,-81.90890,,,,,,,,,,,,,,,D,
SN 2004K,14 23 39.85,-19 26 50.0,Ia,2004-01-19,17.20,D,,,10814,,,E579-G22,14 23 41,-19 26 38,331.02146,38.34250,,Sa,1.0,32,100,,,15.42,1.07,15.50,W,11.80,,S,D,
SN 2007aw,09 57 24.16,-19 21 23.1,Ic,2007-03-22,18.10,D,,,3538,,,NGC3072,09 57 24,-19 21 20,255.99236,27.24921,,S0/a,0.0,71,71,,,13.90,1.27,3.30,E,5.20,,S,D,
SN 1996W,11 59 28.98,-19 15 21.9,II,1996-04-10,16.00,D,V,,1639,,,NGC4027,11 59 30,-19 15 55,286.35852,41.93757,,SBdm,8.0,41,167,,,11.66,1.50,17.00,W,34.00,,N,D,
SN 1954G,12 35 24.00,-19 15 00.0,,1954-03-06,16.60,D,,,,,,A123524-1915,12 35 24,-19 15,297.71407,43.45920,G,Sc:,,,,,p,17.50,,13.00,W,5.00,,S,D,
SN 2003bw,14 57 22.44,-19 12 45.9,II,2003-03-12,18.00,D,,,3430,,,IC1077,14 57 22,-19 12 49,339.69711,34.51649,,SBbc?,3.7,36,135,,,13.53,1.14,10.60,E,3.30,,N,D,
SN 2003go,19 52 47.68,-19 11 28.2,IIn,2003-07-22,18.60,D,,,15300,,,A195247-1911,19 52 47,-19 11 28,21.83495,-21.85376,,,,,,,,,,4.80,E,0.70,,S,D,
SN 2009D,03 54 22.83,-19 10 54.2,Ia,2009-01-02,16.50,D,,,7517,,,M-03-10-52,03 54 25,-19 11 25,212.23951,-47.43564,,Sb,3.1,64,22,,,14.86,1.05,26.10,W,30.90,,N,D,
SN 2010hv,23 24 25.30,-19 02 14.4,II P,2010-08-28,15.60,D,,,7279,,,A232425-1902,23 24 25,-19 02 14,50.36957,-68.45517,,,,,,,,,,0.00,,0.00,,,D,
SN 2010gg,22 31 25.47,-19 01 54.8,II,2010-07-12,17.70,D,,,7263,,,E602-G25,22 31 26,-19 02 04,39.54498,-56.91377,,SBbc,4.0,61,171,,,14.26,1.18,0.10,E,9.50,,N,D,
SN 2006de,21 35 33.33,-19 01 46.5,II,2006-06-02,17.20,D,,,11633,,,M-03-55-03,21 35 34,-19 01 52,32.35222,-44.50550,,Sc,5.6,55,122,,,14.71,1.01,11.20,W,4.60,,N,D,
SN 2005dt,23 23 38.32,-19 00 24.5,II,2005-09-01,18.50,D,,,7677,,,M-03-59-06,23 23 38,-19 00 37,50.22362,-68.27550,,SBc:,5.0,37,45,,,15.09,1.11,2.60,W,11.70,,N,D,
SN 2007U,05 05 07.13,-18 59 19.9,II,2007-02-05,17.50,D,,,7801,,,E552-G65,05 05 08,-18 59 16,219.45298,-31.66278,,Sb,2.9,65,54,,,15.57,1.04,16.40,W,8.80,,S,D,
SN 2013as,11 52 52.34,-18 59 19.9,Ia,2013-03-15,18.10,D,,,21000,,,A115252-1859,11 52 52,-18 59 19,284.24724,41.74822,,,,,,:,,,,,,,,,D,
SN 2007sr,12 01 52.80,-18 58 21.7,Ia,2007-12-16,12.79,,V,,1634,Y,,NGC4038,12 01 53,-18 52 03,286.99441,42.36023,,SBm,8.8,65,80,,,10.85,1.77,,,,,,,
SN 2009nz,02 26 19.90,-18 57 09.0,?,2009-11-27,,,,0.4900,,,,A022619-1857,02 26 19,-18 57 09,197.39806,-66.73791,,,,,,,,,,0.09,W,0.26,,S,D,
SN 2013gh,22 02 21.84,-18 55 00.4,Ia,2013-08-08,18.30,D,,,2577,,,NGC7183,22 02 22,-18 54 59,35.69201,-50.43023,,S0 pec,-0.5,72,77,,,12.92,1.58,3.20,E,1.20,,S,D,
SN 1921A,12 01 54.00,-18 53 06.0,,1921-03-07,16.00,D,,,1650,,,NGC4039,12 01 54,-18 53 06,286.96990,42.44616,G,SBm,9.0,70,130,,,11.02,1.73,25.00,E,13.00,,S,D,
SN 1987J,22 10 23.00,-18 52 19.0,II,1987-07-25,17.40,D,V,,,,,E601-G26,22 10 23,-18 52 19,36.80249,-52.19609,G,Sc,6.0,23,,,,15.80,0.88,18.00,W,2.00,,S,D,
SN 2013dk,12 01 52.72,-18 52 18.3,Ic,2013-06-22,15.80,D,,,1634,Y,,NGC4038,12 01 53,-18 52 03,286.95864,42.45765,,SBm,8.8,65,80,,,10.85,1.77,,,,,,D,
SN 2004gt,12 01 50.37,-18 52 12.7,Ic,2004-12-12,14.90,D,,,1634,Y,,NGC4038,12 01 53,-18 52 03,286.94597,42.45676,,SBm,8.8,65,80,,,10.85,1.77,34.00,W,10.00,,S,D,
SN 1974E,12 01 53.00,-18 52 03.0,,1974-03-21,14.00,D,,,1634,Y,,NGC4038,12 01 53,-18 52 03,286.95860,42.46205,G,SBm,8.8,65,80,,,10.85,1.77,62.00,E,42.00,,S,D,
SN 2007P,09 58 56.41,-18 49 11.4,II:,2007-01-23,18.00,D,,,12254,,,E566-G36,09 58 57,-18 49 06,255.87251,27.88841,,Sab,1.8,57,31,,,15.75,0.86,4.80,W,4.80,,S,D,
SN 2015an,08 24 15.02,-18 46 28.1,II pec,2015-09-13,15.20,D,,,2460,,,IC2367,08 24 10,-18 46 32,240.61444,10.67485,,SBb,3.1,58,60,,,12.74,1.39,71.00,E,4.00,,N,D,
SN 2009hh,03 20 34.73,-18 42 54.4,Ic,2009-07-10,16.10,D,,,4008,,,NGC1301,03 20 35,-18 42 55,207.15485,-54.78250,,SBbc,4.3,78,140,,,14.10,1.34,8.80,W,0.80,,N,D,
SN 2005iq,23 58 32.50,-18 42 33.0,Ia,2005-11-05,17.20,D,,,10206,,,M-03-01-08,23 58 32,-18 42 50,64.84978,-75.21063,,Sb,2.5,61,28,,,15.23,0.99,8.60,E,17.70,,N,D,
SN 2006eo,04 33 21.94,-18 40 36.8,II,2006-08-26,18.20,D,,,6372,,,M-03-12-15,04 33 23,-18 40 40,215.88146,-38.59329,,SBb,3.2,58,16,,,14.57,1.11,7.10,W,1.30,,N,D,
SN 2008hu,08 09 14.76,-18 39 13.1,Ia,2008-12-01,18.60,D,,,12000,,,E561-G18,08 09 16,-18 39 53,238.55764,7.75674,,Sbc,3.6,63,157,:,,15.70,0.97,4.80,W,39.90,,N,D,
SN 2009lh,09 53 22.52,-18 38 26.1,Ia,2009-11-16,17.70,D,,,21000,,,A095322-1838,09 53 22,-18 38 26,254.66372,27.10208,,,,,,,,,,1.30,W,3.60,,N,D,
SN 2009dp,20 26 52.69,-18 37 04.2,Ic,2009-04-23,17.70,D,,,7119,,,NGC6912,20 26 52,-18 37 02,25.74164,-29.12649,,SBc,5.0,34,55,,,13.87,1.14,9.00,E,2.00,,S,D,
SN 2002el,20 56 30.09,-18 33 34.3,Ia,2002-08-12,17.60,D,,,9000,,,NGC6986,20 56 31,-18 34 03,28.77300,-35.66363,,SB0?,-3.0,54,8,:,,14.93,1.00,8.10,W,24.80,,N,D,
SN 1999E,13 17 16.37,-18 33 13.4,IIn,1999-01-15,18.00,D,B,,7800,,,A131716-1833,13 17 16,-18 33 13,311.44158,43.89074,,S,,,,,,,,0.90,W,10.00,,S,D,
SN 2001hf,09 05 07.46,-18 31 04.5,II,2001-11-27,16.10,D,,,4486,,,M-03-23-17,09 05 08,-18 31 07,246.27951,18.66292,,Sbc,4.2,67,87,,,14.24,1.03,4.47,W,6.94,,N,D,
SN 2013bd,15 42 58.13,-18 23 47.2,IIb,2013-03-17,20.20,D,,,10293,,,E583-G05,15 42 57,-18 23 51,350.13329,28.35323,,Sb,3.0,73,85,,,15.52,1.00,17.40,E,3.80,,N,D,
SN 2001gf,22 04 21.27,-18 21 56.8,Ia,2001-11-21,20.70,D,V,0.1300,,,,A220421-1821,22 04 21,-18 21 56,36.76312,-50.68094,,,,,,,,,,2.07,W,0.45,,N,D,
SN 1992bp,03 36 37.95,-18 21 13.7,Ia,1992-12-24,18.53,,B,,23790,,,A033637-1821,03 36 37,-18 21 13,208.83189,-51.09596,,E2/S0,,,,,,,,5.40,W,1.40,,S,,
SN 2003gg,20 28 10.68,-18 17 32.4,II,2003-06-27,18.50,D,,,6660,,,IC1321,20 28 12,-18 17 31,26.21756,-29.29504,,SBbc,4.0,46,85,,,15.32,1.04,5.80,W,2.90,,S,D,
SN 2008gg,01 25 23.04,-18 10 20.8,Ia,2008-10-09,16.30,D,,,9657,,,NGC 539,01 25 22,-18 09 48,165.82461,-78.11138,,SBc,5.0,32,145,,,14.29,1.19,18.70,E,30.70,,S,D,
SN 2001et,20 19 35.00,-18 09 49.3,II,2001-09-23,18.50,D,,,,,,M-03-51-09,20 19 34,-18 09 26,25.50053,-27.35000,,SBc,6.5,37,145,,,14.76,0.98,21.70,E,24.30,,S,D,
SN 1953K,15 13 13.00,-18 08 18.0,,1953-05-18,16.00,D,,,2278,,?,IC4536,15 13 13,-18 08 18,344.10632,33.16615,G,SBd,7.9,38,10,,,13.80,1.34,12.00,E,3.00,,S,D,
