name,ra,dec,sn_type,max_epoch,max_mag,max_mag_flag,max_mag_band,redshift,radial_velocity,mult_sn_flag,unconfirmed_flag,galaxy_name,galaxy_ra_j2000,galaxy_dec_j2000,lii,bii,position_flag,morph_type,t_type,inclination,position_angle,redshift_flag,galaxy_app_mag_flag,galaxy_app_mag,log_diameter,ra_offset,ra_offset_dir,dec_offset,dec_offset_flag,dec_offset_dir,max_epoch_flag,
SN 2015L,22 02 15.45,-61 39 34.6,SLSN-I,2015-06-14,17.00,D,,0.2360,,,,A220215-6139,22 02 15,-61 39 34,330.07163,-45.54808,,,,,,,,,,0.41,E,0.04,,S,D,
SN 1998ea,04 33 46.59,-61 35 20.4,Ia,1998-09-06,19.50,D,V,,17100,,,A043346-6135,04 33 46,-61 35 20,272.19808,-39.82112,,,,,,,,,,5.90,W,1.50,,N,D,
SN 2014br,22 59 50.69,-61 33 22.2,Ib/c,2014-05-05,16.50,D,,,8342,,,E147-G17,22 59 50,-61 33 53,323.60542,-50.85697,,SBbc pec,4.0,72,14,,,15.36,1.12,8.00,E,30.00,,N,D,
SN 1992ae,21 28 17.66,-61 33 00.0,Ia,1992-06-30,18.64,,B,,22560,,,A212817-6133,21 28 17,-61 33 00,332.70580,-41.98735,,E1:,,,,,,,,2.10,E,4.00,,N,,
SN 1998dv,04 29 46.79,-61 30 25.4,,1998-08-22,20.20,D,V,0.1560,,,,A042946-6130,04 29 46,-61 30 25,272.28341,-40.29971,,,,,,,,,,2.10,W,0.30,,N,D,
SN 2015T,23 07 24.07,-61 29 21.2,II,2015-06-16,17.30,D,,,8143,,,E147-G20A,23 07 23,-61 29 16,322.57433,-51.48772,,Sc,5.1,6,143,,,15.04,1.00,6.00,E,5.00,,S,D,
SN 1997fe,04 33 07.64,-61 26 19.3,,1997-12-31,19.50,D,V,,17700,,,A043307-6126,04 33 07,-61 26 19,272.04051,-39.93928,,,,,,,,,,5.70,E,6.20,,S,D,
SN 2008ia,08 50 35.15,-61 16 40.6,Ia,2008-12-07,15.10,D,,,6600,,,E125-G06,08 50 35,-61 16 41,277.80709,-10.80178,,S0,-2.2,32,108,:,,,1.09,1.80,W,0.20,,N,D,
SN 1998dy,04 29 54.24,-61 12 43.1,,1998-08-01,19.00,D,V,,,,,A042954-6112,04 29 54,-61 12 43,271.90897,-40.37609,,,,,,,,,,,,,,,D,
SN 1997A,04 31 33.39,-61 07 10.4,Ia,1997-01-03,18.50,D,B,,17500,,,A043133-6107,04 31 33,-61 07 10,271.71489,-40.21384,,,,,,,,,,4.90,W,0.10,,N,D,
SN 2014Z,01 44 07.99,-61 07 07.4,Ia,2014-03-06,15.20,D,,,6378,,,E114-G04,01 44 07,-61 07 24,291.90438,-54.86696,,S0,-2.1,61,33,,,14.39,1.03,6.00,E,16.00,,N,D,
SN 2009ll,06 42 12.52,-61 04 27.2,II P,2009-11-12,18.40,D,,,13353,,,E122-G04,06 42 13,-61 04 15,270.82051,-24.60932,,SBab,2.0,29,134,,,15.30,1.03,4.60,W,12.20,,S,D,
SN 2012du,21 49 16.32,-60 42 42.6,II P,2012-06-30,15.30,D,,,3080,,,NGC7125,21 49 16,-60 42 48,332.31985,-44.63883,,Sc,5.0,46,110,,,12.84,1.49,2.00,E,4.00,,N,D,
SN 2012db,17 48 48.70,-60 42 19.3,Ia,2012-06-24,14.60,D,R,,5790,,,E139-G28,17 48 51,-60 42 23,332.32506,-16.26911,,S0,-2.1,55,72,,,14.59,1.06,17.00,W,4.00,,N,D,
SN 2007cr,16 21 56.50,-60 40 24.0,,2007-06-16,15.00,D,R,,3320,,,E137-G19,16 21 55,-60 40 11,326.05549,-7.63973,,SB0:,-2.0,53,160,,,13.84,1.22,20.00,E,15.00,,S,D,
SN 1998ff,22 32 48.89,-60 34 04.8,,1998-09-28,25.30,D,,1.2000,,,,A223249-6034,22 32 49,-60 34 05,328.24385,-49.18955,,E:,,,,,,,,0.08,W,,,,D,
SN 2006ox,19 18 24.21,-60 30 09.9,,2006-11-26,15.30,D,,,3863,Y,,NGC6769,19 18 23,-60 30 03,336.09557,-26.63595,,Sb pec,3.0,50,123,,,12.55,1.37,13.00,E,7.00,,S,D,
SN 1997de,19 18 20.82,-60 29 42.0,Ia,1997-08-27,18.20,D,,,3863,Y,,NGC6769,19 18 23,-60 30 03,336.10298,-26.62791,,Sb pec,3.0,50,123,,,12.55,1.37,14.20,W,20.70,,N,D,
SN 2013by,16 59 02.43,-60 11 41.8,II,2013-04-23,13.50,D,,,1050,,,E138-G10,16 59 03,-60 12 58,329.44259,-10.79586,,Sdm,8.0,44,55,,,11.60,1.75,3.00,W,76.00,,N,D,
SN 1975U,00 29 13.14,-60 04 29.5,,1975-09-10,18.00,D,,,,,?,A002913-6004,00 29 13,-60 04 29,307.99597,-56.83438,,S,,,,,,,,7.00,E,1.00,,N,D,
SN 1992E,06 35 17.12,-59 56 02.8,Ia,1992-01-27,20.00,D,,,18000,,,A063517-5956,06 35 17,-59 56 02,269.40081,-25.21589,,S,,,,,,,,7.70,W,2.50,,S,D,
SN 2009ap,17 26 43.23,-59 55 57.9,Ic,2009-03-05,16.90,D,,,6241,,,E138-G27,17 26 44,-59 55 58,331.64731,-13.50485,,Sbc,4.4,50,42,,,13.75,1.03,2.90,W,0.10,,S,D,
SN 2009mg,06 21 44.86,-59 44 26.0,IIb,2009-12-07,17.30,D,,,2258,Y,,E121-G26,06 21 39,-59 44 24,268.86795,-26.85887,,SBbc,4.2,51,115,,,12.73,1.51,46.00,E,4.00,,S,D,
SN 2008M,06 21 41.28,-59 43 45.4,II P,2008-01-15,15.50,D,,,2258,Y,,E121-G26,06 21 39,-59 44 24,268.85421,-26.86466,,SBbc,4.2,51,115,,,12.73,1.51,16.50,E,38.60,,N,D,
SN 1935A,17 26 28.00,-59 43 36.0,,1935-06-05,15.00,D,,,4064,,,IC4652,17 26 27,-59 43 42,331.81095,-13.37010,,Sb,3.2,65,10,,,14.08,1.10,,,,,,,
SN 2012hr,06 21 38.46,-59 42 50.6,Ia,2012-12-16,14.80,D,,,2258,Y,,E121-G26,06 21 39,-59 44 24,268.83636,-26.86830,,SBbc,4.2,51,115,,,12.73,1.51,2.00,W,94.00,,N,D,
SN 2002by,17 50 18.58,-59 33 51.6,Ia pec,2002-03-31,14.50,D,,,3733,,,E139-G34,17 50 22,-59 33 40,333.47271,-15.92148,,Sc,,,,,,,,24.90,W,13.40,,S,D,
SN 2010dc,19 27 17.72,-59 18 44.9,Ib/c,2010-05-22,17.20,D,,,4101,,,IC4854,19 27 21,-59 18 55,337.59324,-27.57468,,Scd,5.6,21,,,,13.81,1.09,27.00,W,9.00,,N,D,
SN 2001bt,19 13 46.75,-59 17 22.8,Ia,2001-06-02,15.51,,B,,4441,,,IC4830,19 13 49,-59 17 40,337.32483,-25.86637,,SBbc,3.7,37,28,,,13.20,1.22,14.10,W,17.10,,N,,
SN 1990W,16 52 47.18,-59 12 55.0,Ib/c,1990-08-19,15.80,,B,,1481,,,NGC6221,16 52 47,-59 12 59,329.74122,-9.57305,,SBc,5.0,50,5,,,10.76,1.61,7.40,E,5.40,,N,D,
SN 2011N,05 51 35.18,-59 02 51.3,Ic,2011-01-20,17.80,D,,,3724,,,E120-G16,05 51 35,-59 02 44,267.66723,-30.61294,,Sb,3.1,71,1,,,14.71,0.95,0.60,W,7.40,,S,D,
SN 2010hj,21 49 09.84,-59 02 23.2,Ia,2010-08-04,17.10,D,,,9000,,,E145-G16,21 49 11,-59 02 16,334.45337,-45.36009,,Sab,2.2,42,60,,,14.79,1.01,5.50,W,8.20,,S,D,
SN 1992bh,04 59 27.55,-58 49 44.2,Ia,1992-10-25,17.68,,B,,13500,,,A045927-5849,04 59 27,-58 49 44,267.84947,-37.32802,,Sbc,,,,,,,,2.00,E,3.60,,S,,
SN 2011gv,19 54 21.42,-58 42 39.0,II P,2011-10-19,14.50,D,,,2148,,,IC4901,19 54 23,-58 42 50,338.60664,-30.99564,,Sc:,5.3,47,135,,,11.97,1.68,16.00,W,10.00,,N,D,
SN 2013gr,01 46 27.90,-58 40 23.8,Ia pec,2013-11-28,17.30,D,,,2125,,,E114-G07,01 46 30,-58 40 25,289.80023,-57.03001,,SBm,9.0,34,40,,,14.23,1.26,8.90,W,2.20,,N,D,
SN 2005ah,06 00 45.77,-58 35 20.8,Ia,2005-02-10,17.30,D,,,,,,A060045-5835,06 00 45,-58 35 20,267.22474,-29.39885,,,,,,,,,,27.00,W,8.00,,N,D,
SN 2000er,02 24 32.54,-58 26 18.0,Pec,2000-11-23,15.10,D,,,9345,,,PGC0009132,02 24 30,-58 26 04,281.94161,-54.73136,,Sab pec,2.0,79,124,,,14.72,1.24,27.00,E,16.00,,S,D,
SN 2009if,04 24 36.73,-57 59 06.8,Ib/c,2009-08-18,17.80,D,,,7046,,,IC2070,04 24 36,-57 58 51,268.07144,-41.96263,,Sc,4.9,51,85,,,14.50,1.15,10.00,E,16.00,,S,D,
SN 2013hx,01 35 33.28,-57 57 50.6,Ic,2013-12-31,17.60,D,g,0.1350,,,,A013533-5757,01 35 33,-57 57 50,291.82770,-58.20298,,,,,,,,,,,,,,,D,
SN 2011eb,01 57 36.58,-57 48 00.8,Ia,2011-07-09,15.20,D,,,6000,,,NGC 782,01 57 38,-57 47 25,286.67093,-57.18990,,SBb,3.0,29,15,,,12.68,1.37,29.00,W,34.00,,S,D,
SN 1995W,23 25 22.57,-57 47 45.8,II,1995-08-05,16.00,D,,,3379,,,NGC7650,23 25 21,-57 47 24,323.28108,-55.80084,,SBc,6.0,30,,,,13.14,1.13,9.00,W,22.00,,S,D,
SN 2012dy,21 18 50.70,-57 38 42.5,II,2012-08-03,15.60,D,,,3121,,,E145-G04,21 18 51,-57 38 25,338.20280,-42.13224,,Sc:,5.4,77,122,,,14.28,1.35,2.30,W,17.00,,S,D,
SN 2011ec,22 41 37.57,-57 36 08.8,Ia,2011-05-14,17.00,D,,,10892,,,E147-G05,22 41 37,-57 36 18,330.73215,-51.94223,,SBc,4.9,47,2,,,13.96,1.19,6.00,E,10.00,,N,D,
SN 2002dm,20 32 07.30,-57 35 03.4,Ia,2002-05-04,19.00,D,V,,7547,,,IC5017,20 32 04,-57 35 19,339.78169,-36.00437,,S0,-1.6,50,5,,,14.80,1.01,28.00,E,11.90,,N,D,
SN 1997cp,21 44 36.50,-57 25 30.4,?,1997-06-02,20.30,D,R,0.1600,,,,A214436-5725,21 44 36,-57 25 30,336.90235,-45.46576,,,,,,,,,,,,,,,D,
SN 2010ae,07 15 54.65,-57 20 36.9,Ia pec,2010-02-24,17.65,,B,,1130,,,E162-G17,07 15 54,-57 20 36,268.25548,-19.43387,,Sb,3.3,68,62,,,13.36,1.31,0.60,E,0.20,,S,,
SN 1996ap,21 45 53.49,-57 08 27.3,?,1996-08-11,19.50,D,V,,22500,,,A214553-5708,21 45 53,-57 08 27,337.18232,-45.73494,,,,,,,,,,8.60,E,4.00,,N,D,
SN 2000cj,19 11 27.66,-57 03 19.4,Ia,2000-05-14,14.80,D,,,3142,Y,,NGC6753,19 11 23,-57 02 58,339.69172,-25.14383,,Sb,3.0,29,30,,,11.97,1.39,33.20,E,21.80,,S,D,
SN 2005cb,19 11 21.95,-57 02 27.4,Ic,2005-05-13,15.60,D,,,3142,Y,,NGC6753,19 11 23,-57 02 58,339.70445,-25.12824,,Sb,3.0,29,30,,,11.97,1.39,16.00,W,19.00,,N,D,
SN 1934A,18 33 12.00,-56 43 57.0,,1934-10-11,13.60,:,,,3182,,,IC4719,18 33 12,-56 43 57,338.52341,-20.02606,G,Sd,8.1,51,116,,,13.52,1.14,6.00,E,13.00,,S,,
SN 2005bs,20 10 14.11,-56 38 43.6,Ia,2005-04-19,17.40,D,,,,,,A201014-5638,20 10 14,-56 38 43,341.08625,-33.08085,,,,,,,,,,4.00,W,15.00,,S,D,
SN 1997ej,04 17 55.05,-56 37 16.3,Ia,1997-12-25,15.85,,B,,6686,Y,,IC2060,04 17 53,-56 36 59,266.64607,-43.21826,,S0:pec,-3.0,52,157,,,14.84,1.02,13.50,E,17.50,,S,,
SN 2014dn,04 17 54.27,-56 36 45.2,Ia pec,2014-09-24,17.10,D,,,6686,Y,,IC2060,04 17 53,-56 36 59,266.63543,-43.22247,,S0:pec,-3.0,52,157,,,14.84,1.02,8.00,E,14.00,,N,D,
SN 1997D,04 11 01.00,-56 29 56.0,II pec,1997-01-15,16.30,D,R,,1565,,,NGC1536,04 11 01,-56 29 13,266.88229,-44.16143,,SBc pec:,5.0,44,155,,,13.15,1.30,11.00,E,43.00,,S,D,
SN 2013eo,20 06 57.88,-56 25 31.2,Ia,2013-07-31,17.40,D,,,15590,,,PGC0161935,20 06 56,-56 25 18,341.34432,-32.62840,,,,24,,,,15.19,0.88,12.60,E,13.20,,S,D,
SN 2010co,20 08 54.92,-56 23 40.8,II P,2010-05-06,16.10,D,,,4205,,,NGC6862,20 08 55,-56 23 32,341.38436,-32.89784,,SBb:,3.5,46,,,,13.44,1.20,1.00,E,9.00,,S,D,
SN 1990T,19 59 02.28,-56 15 30.0,Ia,1990-07-10,17.27,,B,,12120,,,PGC0063925,19 59 00,-56 15 30,341.50291,-31.52566,,S0,-2.0,49,,,,15.12,1.04,24.80,E,1.90,,S,,
SN 2010bh,07 10 31.80,-56 15 20.2,Ic,2010-03-16,,,,,17700,,,A071031-5615,07 10 31,-56 15 20,266.90362,-19.75659,,,,,,,,,,,,,,,D,
SN 2010ds,19 15 51.46,-56 12 30.9,,2010-05-22,16.40,D,,,4093,,,IC4840,19 15 52,-56 12 33,340.74265,-25.56883,,SB0/a,-0.8,52,131,,,14.32,1.05,1.70,W,1.90,,N,D,
SN 2010iu,00 40 02.48,-56 09 29.9,Ia,2010-10-07,17.20,D,,,12000,,,A004002-5609,00 40 02,-56 09 29,306.19465,-60.89769,,,,,,:,,,,,,,,,D,
SN 1992br,01 45 44.83,-56 05 57.9,Ia,1992-12-24,19.34,,B,,26400,,,A014544-5605,01 45 44,-56 05 57,288.01398,-59.42808,,E0,,,,,,,,3.60,E,6.30,,S,,
SN 1994ad,01 49 27.82,-56 02 38.1,II,1994-11-10,18.00,D,,,6129,,,E152-G26,01 49 28,-56 03 08,287.04652,-59.25873,,SBa,1.0,49,29,,,14.05,1.26,0.60,W,33.90,,N,D,
SN 2012fz,20 03 24.84,-55 57 19.2,Ia,2012-06-27,14.50,D,,,4354,,,E185-G54,20 03 27,-55 56 50,341.88694,-32.12357,,E2,-5.0,,122,,,12.24,1.55,18.20,W,29.30,,S,D,
SN 2013fq,19 59 07.95,-55 55 46.6,IIb,2013-09-15,15.30,D,,,3390,,,A195907-5555,19 59 07,-55 55 46,341.88884,-31.52359,,,,,,,,,,13.00,E,5.00,,S,D,
SN 2013fc,02 45 08.96,-55 44 27.3,IIn,2013-08-20,15.40,D,,,5507,Y,,E154-G10,02 45 09,-55 44 27,275.20412,-54.83177,,SBa:,1.5,66,93,,,13.48,1.41,1.90,E,0.50,,S,D,
SN 2014eg,02 45 09.27,-55 44 16.9,Ia pec,2014-11-16,17.50,D,V,,5507,Y,,E154-G10,02 45 09,-55 44 27,275.19958,-54.83319,,SBa:,1.5,66,93,,,13.48,1.41,5.00,E,9.00,,N,D,
SN 1982K,20 11 06.00,-55 37 00.0,,1982-06,18.50,D,,,,,?,A201106-5537,20 11 06,-55 37,342.31549,-33.19678,G,,,,,,,,,9.00,W,9.00,,S,D,
SN 2009jz,05 40 05.30,-55 32 03.9,Ia pec,2009-10-18,17.00,D,,,7183,,,E159-G23,05 40 10,-55 32 23,263.48422,-32.02038,,Sb,3.0,61,118,,,14.30,1.23,37.00,W,19.00,,N,D,
SN 1985N,21 53 30.00,-55 24 00.0,,1985-08-21,18.00,D,,,,,,A215330-5524,21 53 30,-55 24,338.92229,-47.38257,G,,,,,,,,,14.00,E,0.00,,,D,
SN 1991ag,20 00 08.65,-55 22 03.4,Ia,1991-06-05,14.67,,B,,4320,,,IC4919,20 00 09,-55 22 28,342.55598,-31.63852,,SBd,7.9,68,31,,,14.97,1.16,4.40,W,22.10,,N,,
SN 1982S,00 43 22.00,-55 19 41.0,,1982-10-19,18.50,D,,,7938,,,E150-G20,00 43 22,-55 19 41,305.35829,-61.76215,G,SBbc,4.1,71,5,,,14.41,1.22,9.00,W,6.00,,N,D,
SN 1987I,20 12 05.00,-55 14 43.0,Ia,1987-07-02,16.00,D,,,4501,,,IC4963,20 12 05,-55 14 43,342.76116,-33.33288,G,Sa,0.9,90,160,,,14.27,1.29,2.00,E,2.00,,N,D,
SN 2005dk,19 40 23.71,-55 12 05.1,II,2005-08-21,17.80,D,,,4722,,,IC4882,19 40 23,-55 11 51,342.46985,-28.82342,,SBb:,3.0,34,2,,,14.26,0.99,3.40,E,16.20,,S,D,
SN 2012U,02 06 04.33,-55 11 37.5,Ia,2012-01-20,14.90,D,,,5931,,,E153-G20,02 06 04,-55 11 37,282.26642,-58.83831,,SBb pec,2.6,52,14,,,13.80,1.20,8.00,E,2.00,,S,D,
SN 1998bo,19 57 22.55,-55 08 18.4,Ic,1998-04-22,18.00,D,B,,4851,,,E185-G31,19 57 22,-55 08 15,342.79805,-31.23176,,SBab,2.0,75,125,,,15.67,1.02,3.00,E,5.10,,S,D,
SN 2004ew,02 05 06.17,-55 06 31.6,Ib,2004-10-08,17.30,D,,,6529,,,E153-G17,02 05 05,-55 06 41,282.40057,-58.98526,,Sc,4.7,44,110,,,14.30,1.41,5.60,E,12.10,,N,D,
SN 1991al,19 42 23.99,-55 06 23.6,II P,1991-07-16,16.00,D,,,3000,,,A194223-5506,19 42 23,-55 06 23,342.61590,-29.09667,,S,,,,,,,,17.10,E,7.20,,S,D,
SN 1983D,03 26 48.00,-55 05 00.0,,1983-02-15,17.50,D,,,,,,A032648-5505,03 26 48,-55 05,268.64467,-50.41507,G,,,,,,,,,2.00,E,12.00,,N,D,
SN 2010el,04 19 58.83,-54 56 38.5,Ia pec:,2010-06-19,16.80,D,,,1449,,,NGC1566,04 20 00,-54 56 16,264.31972,-43.39536,,Sbc,4.0,37,60,,,10.33,1.92,13.00,W,22.00,,S,D,
SN 1984K,20 03 30.00,-54 50 45.0,,1984-08-02,16.00,D,,,4909,,,NGC6850,20 03 30,-54 50 45,343.19639,-32.09322,G,S0/a,-1.0,72,153,,,13.40,1.36,3.00,E,35.00,,N,D,
SN 2006ci,18 18 28.67,-54 41 45.6,II,2006-05-18,15.10,D,,,3548,,,E182-G10,18 18 30,-54 41 36,339.74827,-17.36226,,Sc pec,4.7,42,20,,,13.92,1.27,24.70,W,6.50,,S,D,
SN 2011ed,19 15 34.34,-54 37 39.5,Ia,2011-03-26,15.50,D,,,2715,Y,,IC4839,19 15 34,-54 37 36,342.44803,-25.21185,,SBbc,4.1,45,147,,,13.35,1.34,1.90,E,3.60,,S,D,
SN 1984O,19 15 34.00,-54 37 36.0,I,1984-10-22,15.00,D,,,2715,Y,,IC4839,19 15 34,-54 37 36,342.44890,-25.21084,G,SBbc,4.1,45,147,,,13.35,1.34,22.00,E,82.00,,S,D,
SN 2005aw,19 15 17.44,-54 08 24.9,Ic,2005-03-24,15.30,D,,,4000,Y,,IC4837A,19 15 16,-54 07 57,342.96494,-25.06949,,Sb:,2.5,81,165,,,12.49,1.61,13.00,E,30.00,,S,D,
SN 1998em,19 15 12.69,-54 06 49.7,Ia,1998-10-26,16.50,D,B,,4000,Y,,IC4837A,19 15 16,-54 07 57,342.99074,-25.05254,,Sb:,2.5,81,165,,,12.49,1.61,26.00,W,67.00,,N,D,
SN 1996al,23 33 16.10,-54 05 02.0,II,1996-07-22,14.00,D,,,1820,,,NGC7689,23 33 16,-54 05 37,325.64805,-59.46102,,Scd,6.0,49,162,,,12.20,1.46,,,30.00,,N,D,
SN 2010kw,06 56 19.88,-54 03 47.1,,2010-12-17,17.00,D,,,5003,,,E162-G02,06 56 21,-54 03 52,263.99818,-20.97999,,Sbc,3.8,54,51,,,15.04,1.00,6.50,W,5.10,,N,D,
SN 1998ee,01 53 31.33,-53 58 19.5,II pec,1998-10-14,17.50,D,B,,14900,,,A015331-5358,01 53 31,-53 58 19,284.09418,-60.82686,,,,,,,,,,5.10,E,1.90,,N,D,
SN 1979D,02 10 32.00,-53 50 12.0,,1979-08-19,18.50,D,,,5704,Y,?,E153-G27,02 10 32,-53 50 12,279.71138,-59.58020,G,S0/a,-0.1,85,150,,,14.30,1.23,6.00,E,15.00,,N,D,
SN 2000ek,02 10 30.04,-53 49 28.0,,2000-11-07,17.00,D,,,5704,Y,,E153-G27,02 10 32,-53 50 12,279.70467,-59.59289,,S0/a,-0.1,85,150,,,14.30,1.23,17.00,W,44.00,,N,D,
SN 2008gc,02 10 36.63,-53 45 59.5,Ib/c,2008-10-03,17.40,D,,,16500,,,A021036-5345,02 10 36,-53 45 59,279.61075,-59.62977,,,,,,:,,,,0.60,W,0.50,,S,D,
SN 2011ce,18 55 35.84,-53 43 29.1,Ia pec,2011-04-19,15.80,D,,,2580,Y,,NGC6708,18 55 35,-53 43 26,342.62989,-22.15806,,Sb:,3.0,42,167,,,12.70,1.06,2.20,E,4.70,,S,D,
SN 2004do,18 55 33.72,-53 43 22.8,Ia,2004-08-04,15.40,D,,,2580,Y,,NGC6708,18 55 35,-53 43 26,342.63014,-22.15256,,Sb:,3.0,42,167,,,12.70,1.06,16.00,W,3.00,,N,D,
SN 1992bk,03 43 01.90,-53 37 56.8,Ia,1992-11-13,18.07,,B,,17450,,,E156-G08,03 43 01,-53 38 15,265.03661,-48.91769,,E,-5.0,,,,,15.22,1.12,12.00,E,21.00,,N,,
SN 2015al,19 25 12.69,-53 36 02.8,Ia,2015-08-10,18.50,D,,,16200,,,A192512-5336,19 25 12,-53 36 02,343.87386,-26.39571,,,,,,,,,,,,,,,D,
SN 2004cw,19 30 57.45,-53 32 28.7,,2004-06-13,16.60,D,,,5433,,,E184-G75,19 30 59,-53 32 41,344.10731,-27.22502,,SBc,4.5,21,20,,,14.16,0.99,11.40,W,8.30,,N,D,
SN 1997fd,03 41 15.65,-53 29 30.8,,1997-12-28,21.20,D,V,,,,,A034115-5329,03 41 15,-53 29 30,264.99562,-49.21464,,,,,,,,,,7.10,E,1.30,,S,D,
SN 2009ah,11 59 12.06,-53 24 06.5,IIb,2009-02-19,16.00,D,,,4292,,,E171-G04,11 59 10,-53 24 36,295.09958,8.67370,,SB0,-1.9,52,62,,,13.59,1.25,22.50,E,25.80,,N,D,
SN 1996bx,03 59 16.45,-53 22 26.3,Ia,1996-11-18,19.20,D,R,,18000,,,A035916-5322,03 59 16,-53 22 26,263.41299,-46.74722,,,,,,,,,,0.80,E,0.20,,N,D,
SN 1978L,20 46 34.25,-53 19 10.4,,1978-08-25,18.00,D,,,,,?,A204634-5319,20 46 34,-53 19 10,344.87600,-38.43824,,,,,,,,,,7.00,W,3.30,,S,D,
SN 1998ds,03 17 19.21,-53 10 58.0,Ia,1998-08-28,18.50,D,B,,,,,A031719-5310,03 17 19,-53 10 58,267.06823,-52.55420,,S,,,,,,,,9.90,W,2.90,,N,D,
SN 1996ao,03 28 03.60,-52 53 53.6,?,1996-08-02,19.00,D,V,,18000,,,A032803-5253,03 28 03,-52 53 53,265.43936,-51.25916,,,,,,,,,,1.80,E,0.80,,S,D,
SN 1998bw,19 35 03.17,-52 50 46.1,Ic,1998-05-10,14.09,,B,,2550,,,E184-G82,19 35 04,-52 50 36,344.99304,-27.71686,,SB,4.2,33,,,,15.12,0.91,,,,,,,
SN 1998ap,20 00 35.58,-52 42 36.8,,1998-03-31,17.00,D,B,,12438,,,A200035-5242,20 00 35,-52 42 36,345.67422,-31.53470,,,,,,,,,,16.20,W,2.90,,N,D,
SN 1997cu,03 29 03.00,-52 41 41.0,Ia,1997-07-04,18.20,D,V,,18600,,,A032903-5241,03 29 03,-52 41 41,265.04264,-51.21322,,,,,,,,,,,,,,,D,
SN 2011X,13 50 21.36,-52 39 58.5,II P,2011-01-15,17.30,D,,,3660,,,E221-G07,13 50 28,-52 39 38,311.91794,9.17449,,Sc,5.3,53,123,,,14.86,1.19,63.00,W,20.00,,S,D,
SN 2009O,03 29 02.35,-52 37 00.8,,2009-01-15,17.10,D,,,,,,A032902-5237,03 29 02,-52 37 00,264.93163,-51.24827,,,,,,,,,,7.00,W,27.00,,N,D,
SN 2010gt,20 51 22.38,-52 32 48.1,,2010-08-02,18.00,D,,,13329,,,E187-G21,20 51 22,-52 32 59,345.77596,-39.23163,,S0/a,-1.1,69,21,,,15.20,1.01,3.00,E,11.00,,N,D,
SN 1998fb,03 30 45.86,-52 32 12.2,,1998-12-20,18.40,D,V,,,,,A033045-5232,03 30 45,-52 32 12,264.63796,-51.04535,,,,,,,,,,0.30,E,0.10,,N,D,
SN 1996as,21 05 36.30,-52 22 41.2,II,1996-09-03,17.50,D,,,10800,,,A210536-5222,21 05 36,-52 22 41,345.64546,-41.40350,,SBb,,,,,,,,15.00,NW,,,,D,
SN 1991I,05 26 25.60,-52 13 33.1,II,1991-02-14,18.50,D,,,10800,,,A052625-5213,05 26 25,-52 13 33,259.46210,-33.92012,,,,,,,,,,,,1.00,,N,D,
SN 2006ms,20 38 20.52,-52 06 55.9,II,2006-11-06,17.30,D,,,4651,,,NGC6935,20 38 20,-52 06 34,346.50465,-37.27687,,Sa,1.1,32,14,,,12.80,1.30,2.00,E,18.00,,S,D,
SN 2014cm,18 08 30.60,-52 04 11.4,II P,2014-05-30,18.00,D,,,5462,,,E229-G08,18 08 31,-52 04 01,341.61965,-14.93886,,Sb,2.7,72,79,,,,1.33,1.00,W,10.00,,S,D,
SN 2015aw,02 06 22.53,-52 01 26.7,Ia pec,2015-07-12,15.90,D,,,5882,,,E197-G24,02 06 21,-52 01 41,278.53967,-61.40917,,Sc,5.1,80,57,,,15.37,1.25,16.00,E,14.00,,N,D,
SN 2009gg,21 01 29.91,-52 01 00.2,Ia,2009-06-13,15.80,D,,,6600,,,E235-G35,21 01 30,-52 00 53,346.23568,-40.83004,,Sb,3.0,80,11,,,14.96,1.10,1.40,W,3.40,,S,D,
SN 2007fj,22 14 25.37,-28 11 53.9,Ib/c,2007-07-06,18.80,D,R,,18000,,,A221425-2811,22 14 25,-28 11 53,21.83713,-55.36961,,,,,,,,,,,,,,,D,
SN 2000fb,05 57 41.95,-51 57 48.0,,2000-11-29,15.80,D,,,8600,,,E205-G11,05 57 41,-51 58 05,259.61956,-29.11403,,SBb:,2.5,34,21,,,14.69,1.04,6.00,E,17.00,,N,D,
SN 2012im,20 57 53.92,-51 52 24.8,Ic,2012-07-25,18.90,D,,,4667,Y,,NGC6984,20 57 54,-51 52 15,346.51023,-40.29644,,SBc,5.0,49,101,,,13.17,1.26,0.60,W,9.80,,S,D,
SN 2013ek,20 57 53.90,-51 52 24.5,Ib:,2013-07-24,16.90,D,,,4667,Y,,NGC6984,20 57 54,-51 52 15,346.51035,-40.29640,,SBc,5.0,49,101,,,13.17,1.26,1.00,W,10.00,,S,D,
SN 2006Y,07 13 17.19,-51 41 18.8,II,2006-02-03,17.70,D,,,10074,,,A071317-5141,07 13 17,-51 41 18,262.53678,-17.77442,,,,,,,,,,1.70,W,5.20,,N,D,
SN 2014cd,04 23 47.19,-51 36 02.9,Ia,2014-08-09,15.90,D,,,6108,Y,,NGC1578,04 23 47,-51 35 58,259.65188,-43.58023,,Sa pec:,1.0,29,177,,,13.92,1.09,5.00,E,5.00,,S,D,
SN 2013fz,04 23 46.44,-51 35 46.3,Ia,2013-11-02,15.10,D,,,6108,Y,,NGC1578,04 23 47,-51 35 58,259.64613,-43.58300,,Sa pec:,1.0,29,177,,,13.92,1.09,2.00,W,12.00,,N,D,
